"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1459","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1511","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1464","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1542","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1385","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1358","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Births","Total - gender","All ages","Persons","249","units","0","v1590064437","9.1.1.1","1267","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1377","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1408","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1513","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1526","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1569","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1565","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1668","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1686","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1741","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Deaths","Total - gender","All ages","Persons","249","units","0","v1590064779","9.2.1.1","1683","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","112","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","125","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","68","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","45","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","71","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","112","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","296","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","293","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","282","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590065121","9.3.1.1","393","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","51","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","72","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","34","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","48","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","51","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","69","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","44","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","37","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","29","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590065463","9.4.1.1","30","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","71","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","119","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","95","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","91","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","98","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","99","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","92","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","66","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","52","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590065805","9.5.1.1","53","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","51","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","47","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","61","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","43","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","47","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","30","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","48","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","29","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","23","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590066147","9.6.1.1","23","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590066489","9.7.1.1","31","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","-97","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","-15","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","-50","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","-50","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","-29","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","89","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","119","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","147","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","106","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590066831","9.8.1.1","56","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","-624","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","-339","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","-276","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","36","","","","0"
"2019/2020","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","238","","","","0"
"2020/2021","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","904","","","","0"
"2021/2022","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","682","","","","0"
"2022/2023","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","508","","","","0"
"2023/2024","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","395","","","","0"
"2024/2025","Saguenay (CMA), Quebec","2021S0503408","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590067173","9.9.1.1","79","","","","0"
"2015/2016","Saguenay (CMA), Quebec","2021S0503408","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590067515","9.10.1.1","419","","","","0"
"2016/2017","Saguenay (CMA), Quebec","2021S0503408","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590067515","9.10.1.1","482","","","","0"
"2017/2018","Saguenay (CMA), Quebec","2021S0503408","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590067515","9.10.1.1","707","","","","0"
"2018/2019","Saguenay (CMA), Quebec","2021S0503408","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590067515","9.10.1.1","637","","","","0"
