"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-1946","","","","0"
"2018/2019","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-1911","","","","0"
"2019/2020","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-2547","","","","0"
"2020/2021","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-2187","","","","0"
"2021/2022","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-3597","","","","0"
"2022/2023","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-2122","","","","0"
"2023/2024","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-1982","","","","0"
"2024/2025","All census agglomerations, Alberta","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590481719","204.9.1.1","-1764","","","","0"
"2015/2016","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","-2315","","","","0"
"2016/2017","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","-1048","","","","0"
"2017/2018","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","130","","","","0"
"2018/2019","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","208","","","","0"
"2019/2020","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","-305","","","","0"
"2020/2021","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","-355","","","","0"
"2021/2022","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","498","","","","0"
"2022/2023","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","3164","","","","0"
"2023/2024","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","6160","","","","0"
"2024/2025","All census agglomerations, Alberta","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590482061","204.10.1.1","837","","","","0"
"2015/2016","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","-22","","","","0"
"2016/2017","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","861","","","","0"
"2017/2018","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","949","","","","0"
"2018/2019","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","1077","","","","0"
"2019/2020","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","1115","","","","0"
"2020/2021","All census agglomerations, Alberta","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590482403","204.11.1.1","2256","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","40247","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","40652","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","39820","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","39204","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","38996","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","38767","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","38825","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","37286","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","38728","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590581763","205.1.1.1","40226","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","31038","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","33500","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","33238","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","33590","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","34260","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","37364","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","39739","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","39550","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","38670","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590582105","205.2.1.1","38187","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","41558","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","33985","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","40325","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","41597","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","43233","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","33248","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","80539","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","64507","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","61776","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590582447","205.3.1.1","54502","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","10993","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","13208","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","10387","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","8508","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","6702","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","5089","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","9149","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","12821","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","13801","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590582789","205.4.1.1","14229","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","12475","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","23035","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","19357","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","17089","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","14621","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","11116","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","17132","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","21213","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","22685","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590583131","205.5.1.1","23380","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","6441","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","9827","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","8970","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","8581","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","7919","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","6027","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","7983","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","8392","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","8884","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590583473","205.6.1.1","9151","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590583815","205.7.1.1","4959","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","22688","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","16074","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","11599","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","11209","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","14938","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","21905","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","23022","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","2941","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","-4643","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584157","205.8.1.1","-2981","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","80","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-792","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-1206","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-893","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-399","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-2652","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-2789","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-2511","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-2795","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590584499","205.9.1.1","-2438","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","8482","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","19501","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","28848","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","30995","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","748","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","-8121","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","34886","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","100826","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","110821","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590584841","205.10.1.1","-12461","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","15714","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","3494","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","3603","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","3671","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","3790","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590585183","205.11.1.1","3640","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","34144","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","34534","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33941","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33416","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33362","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33026","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33164","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","31973","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","33174","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590585189","206.1.1.1","34462","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","24622","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","26617","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","26241","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","26448","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","27062","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","29601","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","31029","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","31003","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","30311","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590585531","206.2.1.1","29974","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","39492","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","32244","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","38162","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","39741","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","41380","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","31792","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","76550","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","61600","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","58420","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590585873","206.3.1.1","50984","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","10176","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","12280","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","9570","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","7810","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","6178","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","4499","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","8306","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","12002","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","12817","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590586215","206.4.1.1","13203","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","11601","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","21439","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","17928","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","15853","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","13582","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","10075","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","15707","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","19906","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","21099","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590586557","206.5.1.1","21735","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","6025","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","9159","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","8358","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","8043","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","7404","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","5576","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","7401","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","7904","","","","0"
