"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Ottawa - Gatineau (CMA), Quebec part, Quebec","2021S050524505","Total - gender","All ages","Persons","249","units","0","v1589880792","17.1.1","359085","","","","0"
"2023","Ottawa - Gatineau (CMA), Quebec part, Quebec","2021S050524505","Total - gender","All ages","Persons","249","units","0","v1589880792","17.1.1","363837","","","","0"
"2024","Ottawa - Gatineau (CMA), Quebec part, Quebec","2021S050524505","Total - gender","All ages","Persons","249","units","0","v1589880792","17.1.1","370694","","","","0"
"2025","Ottawa - Gatineau (CMA), Quebec part, Quebec","2021S050524505","Total - gender","All ages","Persons","249","units","0","v1589880792","17.1.1","374226","","","","0"
"2015","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","164472","","","","0"
"2016","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","166154","","","","0"
"2017","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","169997","","","","0"
"2018","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","173635","","","","0"
"2019","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","176279","","","","0"
"2020","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","178343","","","","0"
"2021","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","179707","","","","0"
"2022","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","184150","","","","0"
"2023","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","188354","","","","0"
"2024","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","192395","","","","0"
"2025","Kingston (CMA), Ontario","2021S0503521","Total - gender","All ages","Persons","249","units","0","v1589884587","18.1.1","193466","","","","0"
"2015","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","105347","","","","0"
"2016","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","106272","","","","0"
"2017","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","108194","","","","0"
"2018","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","110180","","","","0"
"2019","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","112064","","","","0"
"2020","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","114220","","","","0"
"2021","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","115493","","","","0"
"2022","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","118545","","","","0"
"2023","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","121069","","","","0"
"2024","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","123720","","","","0"
"2025","Belleville - Quinte West (CMA), Ontario","2021S0503522","Total - gender","All ages","Persons","249","units","0","v1589884932","19.1.1","124978","","","","0"
"2015","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","123438","","","","0"
"2016","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","125189","","","","0"
"2017","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","127603","","","","0"
"2018","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","130707","","","","0"
"2019","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","131798","","","","0"
"2020","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","132672","","","","0"
"2021","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","133661","","","","0"
"2022","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","137058","","","","0"
"2023","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","141740","","","","0"
"2024","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","148630","","","","0"
"2025","Peterborough (CMA), Ontario","2021S0503529","Total - gender","All ages","Persons","249","units","0","v1589885967","20.1.1","149938","","","","0"
"2015","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","385573","","","","0"
"2016","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","392210","","","","0"
"2017","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","398669","","","","0"
"2018","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","405381","","","","0"
"2019","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","414074","","","","0"
"2020","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","424237","","","","0"
"2021","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","433529","","","","0"
"2022","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","447894","","","","0"
"2023","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","464288","","","","0"
"2024","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","482076","","","","0"
"2025","Oshawa (CMA), Ontario","2021S0503532","Total - gender","All ages","Persons","249","units","0","v1589887002","21.1.1","493441","","","","0"
"2015","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6045256","","","","0"
"2016","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6122329","","","","0"
"2017","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6202798","","","","0"
"2018","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6313488","","","","0"
"2019","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6426293","","","","0"
"2020","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6491939","","","","0"
"2021","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6472951","","","","0"
"2022","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6591642","","","","0"
"2023","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","6840723","","","","0"
"2024","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","7109866","","","","0"
"2025","Toronto (CMA), Ontario","2021S0503535","Total - gender","All ages","Persons","249","units","0","v1589887692","22.1.1","7108874","","","","0"
"2015","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","762554","","","","0"
"2016","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","770432","","","","0"
"2017","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","779719","","","","0"
"2018","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","788294","","","","0"
"2019","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","799626","","","","0"
"2020","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","811706","","","","0"
"2021","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","817777","","","","0"
"2022","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","827480","","","","0"
"2023","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","843066","","","","0"
"2024","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","862679","","","","0"
"2025","Hamilton (CMA), Ontario","2021S0503537","Total - gender","All ages","Persons","249","units","0","v1589888037","23.1.1","871143","","","","0"
"2015","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","411954","","","","0"
"2016","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","417726","","","","0"
"2017","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","425266","","","","0"
"2018","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","432564","","","","0"
"2019","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","439996","","","","0"
"2020","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","445110","","","","0"
"2021","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","450926","","","","0"
"2022","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","462224","","","","0"
"2023","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","477863","","","","0"
"2024","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","493608","","","","0"
"2025","St. Catharines - Niagara (CMA), Ontario","2021S0503539","Total - gender","All ages","Persons","249","units","0","v1589888382","24.1.1","503670","","","","0"
"2015","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","530332","","","","0"
"2016","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","541852","","","","0"
"2017","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","553879","","","","0"
"2018","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","568467","","","","0"
"2019","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","582884","","","","0"
"2020","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","595366","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","602303","","","","0"
"2022","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","627929","","","","0"
"2023","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","664490","","","","0"
"2024","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","699402","","","","0"
"2025","Kitchener - Cambridge - Waterloo (CMA), Ontario","2021S0503541","Total - gender","All ages","Persons","249","units","0","v1589888727","25.1.1","701568","","","","0"
"2015","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","142236","","","","0"
"2016","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","143867","","","","0"
"2017","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","146115","","","","0"
"2018","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","148290","","","","0"
"2019","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","150939","","","","0"
"2020","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","153544","","","","0"
"2021","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","156714","","","","0"
"2022","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","161449","","","","0"
"2023","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","167206","","","","0"
"2024","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","173380","","","","0"
"2025","Brantford (CMA), Ontario","2021S0503543","Total - gender","All ages","Persons","249","units","0","v1589889072","26.1.1","176307","","","","0"
"2015","Guelph (CMA), Ontario","2021S0503550","Total - gender","All ages","Persons","249","units","0","v1589890452","27.1.1","153691","","","","0"
